timestamp,price,ma_short,ma_long,roll_mean,roll_std,zscore,price_scale,trend_signal,mr_signal,price_change,scaled_move,market_pnl,trend_position_change,trend_cost,trend_pnl,mr_position_change,mr_cost,mr_pnl,cum_market_pnl,cum_trend_pnl,cum_mr_pnl
2026-03-01 05:00:00,64.0,60.411249999999995,,,,,,0,0,-5.310000000000002,,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
2026-03-01 05:15:00,64.3,61.62625,,,,,,0,0,0.29999999999999716,,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
2026-03-01 05:30:00,65.13,62.504999999999995,,,,,,0,0,0.8299999999999983,,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
2026-03-01 05:45:00,67.29,63.1325,,,,,,0,0,2.160000000000011,,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
2026-03-01 06:00:00,60.27,64.03125,,,,,,0,0,-7.020000000000003,,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
2026-03-01 06:15:00,66.51,65.14874999999999,,,,,,0,0,6.240000000000002,,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
2026-03-01 06:30:00,68.75,65.695,,,,,,0,0,2.239999999999995,,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
2026-03-01 06:45:00,68.5,65.59375,,,,,,0,0,-0.25,,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
2026-03-01 07:00:00,68.47,66.1525,,,,,,0,0,-0.030000000000001137,,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
2026-03-01 07:15:00,68.79,66.71375,,,,,,0,0,0.3200000000000074,,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
2026-03-01 07:30:00,67.35,66.99125000000001,,,,,,0,0,-1.440000000000012,,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
2026-03-01 07:45:00,55.38,65.5025,58.4734375,58.4734375,7.533348058048935,-0.41063249383451045,58.4734375,1,0,-11.969999999999992,-0.20470833444673048,-0.20470833444673048,1.0,0.001,-0.001,0.0,0.0,-0.0,-0.20470833444673048,-0.001,0.0
2026-03-01 08:00:00,66.89,66.33,59.074687499999996,59.074687499999996,7.408397582332039,1.054926171705255,59.074687499999996,1,0,11.509999999999998,0.19483810219055325,0.19483810219055325,0.0,0.0,0.19483810219055325,0.0,0.0,0.0,-0.009870232256177225,0.19383810219055325,0.0
2026-03-01 08:15:00,56.24,65.04625,59.304375,59.304375,7.193263845992617,-0.4260062004686743,59.304375,1,0,-10.649999999999999,-0.17958202915046315,-0.17958202915046315,0.0,0.0,-0.17958202915046315,0.0,0.0,-0.0,-0.18945226140664037,0.014256073040090106,0.0
2026-03-01 08:30:00,45.77,62.173750000000005,59.29625,59.29625,7.208871214937077,-1.8763339774988699,59.29625,1,1,-10.469999999999999,-0.17657103105171068,-0.17657103105171068,0.0,0.0,-0.17657103105171068,1.0,0.001,-0.001,-0.3660232924583511,-0.16231495801162057,-0.001
2026-03-01 08:45:00,41.24,58.76625,59.084375,59.084375,7.637852230407994,-2.3363079648173293,59.084375,0,1,-4.530000000000001,-0.07667001639604382,-0.07667001639604382,1.0,0.001,-0.07767001639604382,0.0,0.0,-0.07667001639604382,-0.4426933088543949,-0.2399849744076644,-0.07767001639604382
2026-03-01 09:00:00,45.87,55.94125,58.986562500000005,58.986562500000005,7.789694022470308,-1.683835393555088,58.986562500000005,0,1,4.6299999999999955,0.07849245326001146,0.07849245326001146,0.0,0.0,0.0,0.0,0.0,0.07849245326001146,-0.3642008555943834,-0.2399849744076644,0.0008224368639676433
2026-03-01 09:15:00,24.16,50.3625,58.116875,58.116875,9.871420931642891,-3.4399176405446408,58.116875,0,1,-21.709999999999997,-0.3735575940722896,-0.3735575940722896,0.0,0.0,-0.0,0.0,0.0,-0.3735575940722896,-0.737758449666673,-0.2399849744076644,-0.37273515720832195
2026-03-01 09:30:00,9.79,43.167500000000004,56.77375,56.77375,13.038359967617142,-3.603501522943965,56.77375,0,1,-14.370000000000001,-0.25310993196679804,-0.25310993196679804,0.0,0.0,-0.0,0.0,0.0,-0.25310993196679804,-0.9908683816334711,-0.2399849744076644,-0.6258450891751199
2026-03-01 09:45:00,0.1,36.2575,55.138125,55.138125,16.439024858745473,-3.3480164105184143,55.138125,0,1,-9.69,-0.17574046995613288,-0.17574046995613288,0.0,0.0,-0.0,0.0,0.0,-0.17574046995613288,-1.166608851589604,-0.2399849744076644,-0.8015855591312528
2026-03-01 10:00:00,0.87,28.005,53.55,53.55,19.03300952589745,-2.7678229198761466,53.55,0,1,0.77,0.014379084967320262,0.014379084967320262,0.0,0.0,0.0,0.0,0.0,0.014379084967320262,-1.1522297666222838,-0.2399849744076644,-0.7872064741639326
2026-03-01 10:15:00,0.0,20.974999999999998,51.9096875,51.9096875,21.259000292760255,-2.4417746265179656,51.9096875,0,1,-0.87,-0.01675987743135614,-0.01675987743135614,0.0,0.0,-0.0,0.0,0.0,-0.01675987743135614,-1.16898964405364,-0.2399849744076644,-0.8039663515952887
2026-03-01 10:30:00,-0.06,15.24625,50.173125,50.173125,23.14169765951746,-2.170675882948487,50.173125,0,1,-0.06,-0.00119585933704548,-0.00119585933704548,0.0,0.0,-0.0,0.0,0.0,-0.00119585933704548,-1.1701855033906856,-0.2399849744076644,-0.8051622109323342
2026-03-01 10:45:00,-0.81,9.989999999999998,48.3571875,48.3571875,24.785951957012312,-1.9836715404465182,48.3571875,0,1,-0.75,-0.015509586863379925,-0.015509586863379925,0.0,0.0,-0.0,0.0,0.0,-0.015509586863379925,-1.1856950902540655,-0.2399849744076644,-0.8206717977957141
2026-03-01 11:00:00,0.01,4.2575,46.690625000000004,46.690625000000004,26.193073565784154,-1.7821743936526262,46.690625000000004,0,1,0.8200000000000001,0.017562412154474266,0.017562412154474266,0.0,0.0,0.0,0.0,0.0,0.017562412154474266,-1.1681326780995913,-0.2399849744076644,-0.8031093856412398
2026-03-01 11:15:00,0.0,1.2374999999999998,44.985,44.985,27.411481818461965,-1.6411006270263746,44.985,0,1,-0.01,-0.00022229632099588753,-0.00022229632099588753,0.0,0.0,-0.0,0.0,0.0,-0.00022229632099588753,-1.1683549744205872,-0.2399849744076644,-0.8033316819622357
2026-03-01 11:30:00,-0.01,0.012499999999999983,43.1690625,43.1690625,28.420853357074883,-1.5192739625902654,43.1690625,0,1,-0.01,-0.00023164737478373546,-0.00023164737478373546,0.0,0.0,-0.0,0.0,0.0,-0.00023164737478373546,-1.1685866217953709,-0.2399849744076644,-0.8035633293370195
2026-03-01 11:45:00,-0.1,-0.012500000000000018,41.22,41.22,29.19671601064838,-1.4152276572793365,41.22,0,1,-0.09000000000000001,-0.0021834061135371182,-0.0021834061135371182,0.0,0.0,-0.0,0.0,0.0,-0.0021834061135371182,-1.170770027908908,-0.2399849744076644,-0.8057467354505565
2026-03-01 12:00:00,-0.1,-0.13375000000000004,39.558125,39.558125,30.00225759650591,-1.3218380274362627,39.558125,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.170770027908908,-0.2399849744076644,-0.8057467354505565
2026-03-01 12:15:00,-0.11,-0.14750000000000002,37.755625,37.755625,30.611701108531427,-1.2369657231968372,37.755625,0,1,-0.009999999999999995,-0.0002648611961793771,-0.0002648611961793771,0.0,0.0,-0.0,0.0,0.0,-0.0002648611961793771,-1.1710348891050872,-0.2399849744076644,-0.8060115966467359
2026-03-01 12:30:00,-0.25,-0.17125,35.735937500000006,35.735937500000006,30.928847256907726,-1.1635072332662775,35.735937500000006,0,1,-0.14,-0.003917624939880198,-0.003917624939880198,0.0,0.0,-0.0,0.0,0.0,-0.003917624939880198,-1.1749525140449675,-0.2399849744076644,-0.8099292215866162
2026-03-01 12:45:00,-1.0,-0.195,33.53875,33.53875,30.964198134765766,-1.1154414478836714,33.53875,0,1,-0.75,-0.022362192985725466,-0.022362192985725466,0.0,0.0,-0.0,0.0,0.0,-0.022362192985725466,-1.1973147070306929,-0.2399849744076644,-0.8322914145723417
2026-03-01 13:00:00,-1.01,-0.3225,31.5071875,31.5071875,31.033740767561767,-1.0478010931247068,31.5071875,0,1,-0.010000000000000009,-0.0003173878976027298,-0.0003173878976027298,0.0,0.0,-0.0,0.0,0.0,-0.0003173878976027298,-1.1976320949282957,-0.2399849744076644,-0.8326088024699444
2026-03-01 13:15:00,-1.03,-0.45125000000000004,29.465625,29.465625,30.955644535835972,-0.9851393972655479,29.465625,0,1,-0.020000000000000018,-0.0006787570261957796,-0.0006787570261957796,0.0,0.0,-0.0,0.0,0.0,-0.0006787570261957796,-1.1983108519544914,-0.2399849744076644,-0.8332875594961402
2026-03-01 13:30:00,-1.0,-0.5750000000000001,27.3990625,27.3990625,30.704289220108908,-0.9249216712497886,27.3990625,0,1,0.030000000000000027,0.0010949279742691936,0.0010949279742691936,0.0,0.0,0.0,0.0,0.0,0.0010949279742691936,-1.1972159239802223,-0.2399849744076644,-0.832192631521871
2026-03-01 13:45:00,-0.11,-0.5762499999999999,25.2928125,25.2928125,30.186973823304488,-0.8415157030543058,25.2928125,0,1,0.89,0.035187862164399474,0.035187862164399474,0.0,0.0,0.0,0.0,0.0,0.035187862164399474,-1.1620280618158227,-0.2399849744076644,-0.7970047693574714
2026-03-01 14:00:00,-1.0,-0.68875,23.378125,23.378125,29.837976714842497,-0.8170166909431709,23.378125,0,1,-0.89,-0.038069776767811786,-0.038069776767811786,0.0,0.0,-0.0,0.0,0.0,-0.038069776767811786,-1.2000978385836345,-0.2399849744076644,-0.8350745461252832
2026-03-01 14:15:00,-0.06,-0.6825,21.2978125,21.2978125,29.04387734427887,-0.7353636791269231,21.2978125,0,1,0.94,0.04413598814432233,0.04413598814432233,0.0,0.0,0.0,0.0,0.0,0.04413598814432233,-1.155961850439312,-0.2399849744076644,-0.7909385579809609
2026-03-01 14:30:00,0.0,-0.65125,19.149375,19.149375,27.942413586090378,-0.6853157097900978,19.149375,0,1,0.06,0.003133261529423284,0.003133261529423284,0.0,0.0,0.0,0.0,0.0,0.003133261529423284,-1.1528285889098888,-0.2399849744076644,-0.7878052964515376
2026-03-01 14:45:00,1.04,-0.39625,17.04125,17.04125,26.612138844350085,-0.6012763608963796,17.04125,0,1,1.04,0.06102838700212719,0.06102838700212719,0.0,0.0,0.0,0.0,0.0,0.06102838700212719,-1.0918002019077617,-0.2399849744076644,-0.7267769094494104
2026-03-01 15:00:00,0.0,-0.27,14.9015625,14.9015625,25.05050860463327,-0.5948606766907659,14.9015625,0,1,-1.04,-0.06979133899549124,-0.06979133899549124,0.0,0.0,-0.0,0.0,0.0,-0.06979133899549124,-1.161591540903253,-0.2399849744076644,-0.7965682484449017
2026-03-01 15:15:00,0.12,-0.12625000000000003,12.755625,12.755625,23.154834224927413,-0.5457013804226281,12.755625,0,1,0.12,0.0094076142878142,0.0094076142878142,0.0,0.0,0.0,0.0,0.0,0.0094076142878142,-1.1521839266154388,-0.2399849744076644,-0.7871606341570875
2026-03-01 15:30:00,33.61,4.2,11.70125,11.70125,21.281008760652455,1.029497720075573,11.70125,0,0,33.49,2.8620873838265144,2.8620873838265144,0.0,0.0,0.0,1.0,0.001,2.8610873838265145,1.7099034572110756,-0.2399849744076644,2.073926749669427
2026-03-01 15:45:00,70.08,12.973749999999999,12.160625,12.160625,22.38433624823824,2.5874957540703734,12.160625,1,0,36.47,2.9990234876908053,2.9990234876908053,1.0,0.001,-0.001,0.0,0.0,0.0,4.708926944901881,-0.2409849744076644,2.073926749669427
2026-03-01 16:00:00,37.31,17.762500000000003,11.236250000000002,11.236250000000002,20.590208564015963,1.2663179160587634,11.236250000000002,1,0,-32.769999999999996,-2.916453443097118,-2.916453443097118,0.0,0.0,-2.916453443097118,0.0,0.0,-0.0,1.7924735018047633,-3.1574384175047823,2.073926749669427
2026-03-01 16:15:00,62.4,25.57,11.42875,11.42875,21.048226766167236,2.421641051584013,11.42875,1,0,25.089999999999996,2.1953406978015964,2.1953406978015964,0.0,0.0,2.1953406978015964,0.0,0.0,0.0,3.9878141996063596,-0.9620977197031859,2.073926749669427
2026-03-01 16:30:00,94.66,37.4025,12.9565625,12.9565625,25.020822374944977,3.265417749890392,12.9565625,1,-1,32.26,2.4898579387858466,2.4898579387858466,0.0,0.0,2.4898579387858466,1.0,0.001,-0.001,6.477672138392206,1.5277602190826607,2.0729267496694272
2026-03-01 16:45:00,104.99,50.396249999999995,14.948749999999999,14.948749999999999,29.485090245311994,3.0537891948394553,14.948749999999999,1,-1,10.329999999999998,0.6910276778994898,0.6910276778994898,0.0,0.0,0.6910276778994898,0.0,0.0,-0.6910276778994898,7.168699816291696,2.2187878969821506,1.3818990717699373
2026-03-01 17:00:00,92.01,61.897499999999994,16.390625,16.390625,32.06156949225117,2.3585674749414918,16.390625,1,-1,-12.97999999999999,-0.7919161105815056,-0.7919161105815056,0.0,0.0,-0.7919161105815056,0.0,0.0,0.7919161105815056,6.37678370571019,1.426871786400645,2.1738151823514427
2026-03-01 17:15:00,100.03,74.38624999999999,18.7615625,18.7615625,35.296701034678165,2.3024372000135567,18.7615625,1,-1,8.019999999999996,0.42746972700168206,0.42746972700168206,0.0,0.0,0.42746972700168206,0.0,0.0,-0.42746972700168206,6.804253432711873,1.8543415134023271,1.7463454553497606
2026-03-01 17:30:00,110.0,83.935,21.893125,21.893125,38.751366214209035,2.2736456442068276,21.893125,1,-1,9.969999999999999,0.45539410202974673,0.45539410202974673,0.0,0.0,0.45539410202974673,0.0,0.0,-0.45539410202974673,7.259647534741619,2.309735615432074,1.2909513533200139
2026-03-01 17:45:00,113.0,89.30000000000001,25.42125,25.42125,41.728352297734816,2.0987828461358666,25.42125,1,-1,3.0,0.11801150612184688,0.11801150612184688,0.0,0.0,0.11801150612184688,0.0,0.0,-0.11801150612184688,7.377659040863466,2.427747121553921,1.172939847198167
2026-03-01 18:00:00,108.05,98.1425,28.770625,28.770625,43.93715357317657,1.804381225287195,28.770625,1,-1,-4.950000000000003,-0.1720504855212566,-0.1720504855212566,0.0,0.0,-0.1720504855212566,0.0,0.0,0.1720504855212566,7.205608555342209,2.2556966360326642,1.3449903327194235
2026-03-01 18:15:00,109.84,104.0725,32.203125,32.203125,45.865211458985115,1.6927181305906907,32.203125,1,-1,1.7900000000000063,0.055584667637069575,0.055584667637069575,0.0,0.0,0.055584667637069575,0.0,0.0,-0.055584667637069575,7.261193222979279,2.311281303669734,1.289405665082354
2026-03-01 18:30:00,113.06,106.3725,35.738125,35.738125,47.623927331074704,1.6235929990080287,35.738125,1,-1,3.219999999999999,0.09009985834455499,0.09009985834455499,0.0,0.0,0.09009985834455499,0.0,0.0,-0.09009985834455499,7.351293081323834,2.401381162014289,1.199305806737799
2026-03-01 18:45:00,109.86,106.98125,39.1965625,39.1965625,48.885888762100706,1.4454771978040126,39.1965625,1,-1,-3.200000000000003,-0.081639812164651,-0.081639812164651,0.0,0.0,-0.081639812164651,0.0,0.0,0.081639812164651,7.269653269159183,2.3197413498496378,1.2809456189024502
2026-03-01 19:00:00,104.64,108.56,42.466249999999995,42.466249999999995,49.67308713462322,1.2516586664222757,42.466249999999995,1,-1,-5.219999999999999,-0.12292114326082476,-0.12292114326082476,0.0,0.0,-0.12292114326082476,0.0,0.0,0.12292114326082476,7.1467321258983585,2.196820206588813,1.403866762163275
2026-03-01 19:15:00,103.41,108.9825,45.6978125,45.6978125,50.18239813079143,1.150048416370687,45.6978125,1,-1,-1.230000000000004,-0.026915949204352047,-0.026915949204352047,0.0,0.0,-0.026915949204352047,0.0,0.0,0.026915949204352047,7.119816176694006,2.1699042573844607,1.430782711367627
2026-03-01 19:30:00,100.04,107.7375,48.824374999999996,48.824374999999996,50.35920077624923,1.0170063108736764,48.824374999999996,1,-1,-3.3699999999999903,-0.06902290095879345,-0.06902290095879345,0.0,0.0,-0.06902290095879345,0.0,0.0,0.06902290095879345,7.050793275735213,2.1008813564256674,1.4998056123264205
2026-03-01 19:45:00,98.65,105.94375000000001,51.9103125,51.9103125,50.290056830632295,0.9294021610953973,51.9103125,1,-1,-1.3900000000000006,-0.02677695303799222,-0.02677695303799222,0.0,0.0,-0.02677695303799222,0.0,0.0,0.02677695303799222,7.0240163226972205,2.074104403387675,1.5265825653644127
2026-03-01 20:00:00,96.04,104.4425,54.9146875,54.9146875,49.95330090061052,0.823275174183682,54.9146875,1,-1,-2.6099999999999994,-0.04752826827977487,-0.04752826827977487,0.0,0.0,-0.04752826827977487,0.0,0.0,0.04752826827977487,6.9764880544174455,2.0265761351079,1.5741108336441876
2026-03-01 20:15:00,94.96,102.5825,57.885625000000005,57.885625000000005,49.399217764310876,0.7505053051019133,57.885625000000005,1,-1,-1.0800000000000125,-0.018657481887774597,-0.018657481887774597,0.0,0.0,-0.018657481887774597,0.0,0.0,0.018657481887774597,6.957830572529671,2.007918653220125,1.592768315531962
2026-03-01 20:30:00,89.01,99.57625,60.675000000000004,60.675000000000004,48.5229444895452,0.5839505474797616,60.675000000000004,1,-1,-5.949999999999989,-0.09806345282241431,-0.09806345282241431,0.0,0.0,-0.09806345282241431,0.0,0.0,0.09806345282241431,6.859767119707257,1.909855200397711,1.6908317683543763
2026-03-01 20:45:00,82.93,96.21000000000001,63.297812500000006,63.297812500000006,47.335490043318764,0.4147456270555926,63.297812500000006,1,-1,-6.079999999999998,-0.09605387231983724,-0.09605387231983724,0.0,0.0,-0.09605387231983724,0.0,0.0,0.09605387231983724,6.76371324738742,1.8138013280778738,1.7868856406742135
2026-03-01 21:00:00,86.77,93.97625000000001,66.0409375,66.0409375,46.013590023325484,0.45049870026424577,66.0409375,1,-1,3.839999999999989,0.058145752397896974,0.058145752397896974,0.0,0.0,0.058145752397896974,0.0,0.0,-0.058145752397896974,6.8218589997853165,1.8719470804757707,1.7287398882763165
2026-03-01 21:15:00,82.17,91.32125,68.64093749999999,68.64093749999999,44.42466637988079,0.3045394282606724,68.64093749999999,1,-1,-4.599999999999994,-0.06701540170543263,-0.06701540170543263,0.0,0.0,-0.06701540170543263,0.0,0.0,0.06701540170543263,6.7548435980798835,1.804931678770338,1.795755289981749
2026-03-01 21:30:00,80.26,88.84875,71.1803125,71.1803125,42.60049723201977,0.21313571648115529,71.1803125,1,0,-1.9099999999999966,-0.026833262357481173,-0.026833262357481173,0.0,0.0,-0.026833262357481173,1.0,0.001,0.025833262357481172,6.728010335722402,1.7780984164128568,1.8215885523392301
2026-03-01 21:45:00,76.06,86.025,73.560625,73.560625,40.56816946560843,0.06160926245683429,73.560625,1,0,-4.200000000000003,-0.057095762848670774,-0.057095762848670774,0.0,0.0,-0.057095762848670774,0.0,0.0,-0.0,6.670914572873731,1.721002653564186,1.8215885523392301
2026-03-01 22:00:00,81.11,84.15875000000001,76.1265625,76.1265625,38.229394501240186,0.13035617134449587,76.1265625,1,0,5.049999999999997,0.06633689784692429,0.06633689784692429,0.0,0.0,0.06633689784692429,0.0,0.0,0.0,6.737251470720656,1.7873395514111103,1.8215885523392301
2026-03-01 22:15:00,77.82,82.01625,78.5603125,78.5603125,35.61216704771951,-0.020788190143217047,78.5603125,1,0,-3.2900000000000063,-0.04187865215021906,-0.04187865215021906,0.0,0.0,-0.04187865215021906,0.0,0.0,-0.0,6.695372818570437,1.7454608992608913,1.8215885523392301
2026-03-01 22:30:00,73.64,80.095,80.86156249999999,80.86156249999999,32.62595563888985,-0.22134409118707782,80.86156249999999,0,0,-4.179999999999993,-0.05169328752458862,-0.05169328752458862,1.0,0.001,-0.05269328752458862,0.0,0.0,-0.0,6.643679531045849,1.6927676117363026,1.8215885523392301
2026-03-01 22:45:00,66.09,77.99,82.894375,82.894375,29.354630995587367,-0.5724607814871204,82.894375,0,0,-7.549999999999997,-0.09107976264975756,-0.09107976264975756,0.0,0.0,-0.0,0.0,0.0,-0.0,6.5525997683960915,1.6927676117363026,1.8215885523392301
2026-03-01 23:00:00,73.88,76.37875,85.203125,85.203125,25.241885497477085,-0.4485847541433363,85.203125,0,0,7.789999999999992,0.09142857142857133,0.09142857142857133,0.0,0.0,0.0,0.0,0.0,0.0,6.644028339824663,1.6927676117363026,1.8215885523392301
2026-03-01 23:15:00,70.83,74.96125,87.4128125,87.4128125,20.13097264358121,-0.8237462140353887,87.4128125,0,0,-3.049999999999997,-0.034891910153331325,-0.034891910153331325,0.0,0.0,-0.0,0.0,0.0,-0.0,6.609136429671332,1.6927676117363026,1.8215885523392301
2026-03-01 23:30:00,68.76,73.52375,88.51125,88.51125,17.94032451067676,-1.100941623895683,88.51125,0,1,-2.069999999999993,-0.02338685760284702,-0.02338685760284702,0.0,0.0,-0.0,1.0,0.001,-0.001,6.585749572068485,1.6927676117363026,1.8205885523392302
2026-03-01 23:45:00,59.12,71.40625,88.16875,88.16875,18.402220544481693,-1.5785459113362765,88.16875,0,1,-9.640000000000008,-0.10933579074218482,-0.10933579074218482,0.0,0.0,-0.0,0.0,0.0,-0.10933579074218482,6.4764137813263,1.6927676117363026,1.7112527615970454
2026-03-02 00:00:00,68.0,69.7675,89.1278125,89.1278125,16.351606162476642,-1.2920940175579638,89.1278125,0,1,8.880000000000003,0.09963219954489518,0.09963219954489518,0.0,0.0,0.0,0.0,0.0,0.09963219954489518,6.576045980871195,1.6927676117363026,1.8108849611419406
2026-03-02 00:15:00,65.08,68.175,89.2115625,89.2115625,16.216601033901778,-1.4880777081184597,89.2115625,0,1,-2.9200000000000017,-0.03273118324768722,-0.03273118324768722,0.0,0.0,-0.0,0.0,0.0,-0.03273118324768722,6.543314797623507,1.6927676117363026,1.7781537778942533
2026-03-02 00:30:00,65.33,67.13625,88.295,88.295,16.71978102187218,-1.3735227734118087,88.295,0,1,0.25,0.0028314174075542214,0.0028314174075542214,0.0,0.0,0.0,0.0,0.0,0.0028314174075542214,6.546146215031062,1.6927676117363026,1.7809851953018077
2026-03-02 00:45:00,62.11,66.63875,86.955,86.955,17.05357345959895,-1.4568794076420086,86.955,0,1,-3.219999999999999,-0.037030648036340624,-0.037030648036340624,0.0,0.0,-0.0,0.0,0.0,-0.037030648036340624,6.509115566994721,1.6927676117363026,1.743954547265467
2026-03-02 01:00:00,65.0,65.52875,86.1109375,86.1109375,17.458916080491576,-1.2091780155578595,86.1109375,0,1,2.8900000000000006,0.03356135798660885,0.03356135798660885,0.0,0.0,0.0,0.0,0.0,0.03356135798660885,6.54267692498133,1.6927676117363026,1.7775159052520757
2026-03-02 01:15:00,65.04,64.805,85.0175,85.0175,17.653667260428858,-1.1316345609832619,85.0175,0,1,0.04000000000000625,0.0004704913694240157,0.0004704913694240157,0.0,0.0,0.0,0.0,0.0,0.0004704913694240157,6.543147416350754,1.6927676117363026,1.7779863966214997
2026-03-02 01:30:00,67.9,64.6975,83.701875,83.701875,17.29693865091597,-0.9135648405137402,83.701875,0,1,2.8599999999999994,0.0341688880924113,0.0341688880924113,0.0,0.0,0.0,0.0,0.0,0.0341688880924113,6.5773163044431655,1.6927676117363026,1.812155284713911
2026-03-02 01:45:00,69.84,66.03750000000001,82.35312499999999,82.35312499999999,16.607680002957895,-0.753454124704435,82.35312499999999,0,1,1.9399999999999977,0.02355709027435204,0.02355709027435204,0.0,0.0,0.0,0.0,0.0,0.02355709027435204,6.600873394717517,1.6927676117363026,1.8357123749882631
2026-03-02 02:00:00,69.66,66.245,81.15343750000001,81.15343750000001,16.069402022191394,-0.7152374110827459,81.15343750000001,0,1,-0.18000000000000682,-0.0022180206476159043,-0.0022180206476159043,0.0,0.0,-0.0,0.0,0.0,-0.0022180206476159043,6.598655374069901,1.6927676117363026,1.8334943543406472
2026-03-02 02:15:00,68.31,66.64875,79.855625,79.855625,15.338264387977095,-0.7527334715295457,79.855625,0,1,-1.3499999999999943,-0.016905509161064036,-0.016905509161064036,0.0,0.0,-0.0,0.0,0.0,-0.016905509161064036,6.581749864908837,1.6927676117363026,1.816588845179583
2026-03-02 02:30:00,69.36,67.1525,78.49000000000001,78.49000000000001,14.188912982075326,-0.6434601446589899,78.49000000000001,0,1,1.0499999999999972,0.013377500318511875,0.013377500318511875,0.0,0.0,0.0,0.0,0.0,0.013377500318511875,6.595127365227349,1.6927676117363026,1.829966345498095
2026-03-02 02:45:00,68.7,67.97625,77.20375,77.20375,13.0753498072001,-0.6503650093795046,77.20375,0,1,-0.6599999999999966,-0.008548807538493877,-0.008548807538493877,0.0,0.0,-0.0,0.0,0.0,-0.008548807538493877,6.586578557688855,1.6927676117363026,1.8214175379596012
2026-03-02 03:00:00,69.72,68.56625,76.1125,76.1125,12.13507340116307,-0.5267788490992826,76.1125,0,1,1.019999999999996,0.013401215306289979,0.013401215306289979,0.0,0.0,0.0,0.0,0.0,0.013401215306289979,6.5999797729951455,1.6927676117363026,1.834818753265891
